1543640400,78810,
1546318800,80419,
1548997200,82328,
1551416400,84190,
1554091200,86291,
1556683200,88156,
1559361600,90245,1
1561953600,91964,2
1564632000,93795,3
1567310400,95608,4
1569902400,97488,5
1572580800,99327,6
1575176400,101179,7
1577854800,103157,8
1580533200,104974,9
1583038800,106683,10
1585713600,108576,11
1588305600,110531,12
1590984000,112648,13
1593576000,114416,14
1596254400,116206,15
1598932800,118082,16
1601524800,119903,17
1604203200,121592,18
1606798800,123256,19
1609477200,125041,20
1612155600,126994,21
1614574800,128843,22
1617249600,132634,23
1619841600,135564,24
1622520000,138084,25
1625112000,142269,26
