1451624400,185860,
1454302800,187947,
1456808400,190180,
1459483200,193145,
1462075200,195900,
1464753600,198627,
1467345600,201062,1
1470024000,203888,2
1472702400,206764,3
1475294400,209612,4
1477972800,212659,5
1480568400,215454,6
1483246800,218424,7
1485925200,221260,8
1488344400,224538,9
1491019200,228125,10
1493611200,231628,11
1496289600,235207,12
1498881600,239196,13
1501560000,243131,14
1504238400,246909,15
1506830400,250341,16
1509508800,254452,17
1512104400,258388,18
1514782800,262348,19
1517461200,267018,20
1519880400,270975,21
1522555200,275518,22
1525147200,279881,23
1527825600,284342,24
1530417600,288970,25
1533096000,293896,26
1535774400,298508,27
1538366400,303113,28
1541044800,307579,29
1543640400,312700,30
1546318800,316782,31
1548997200,321673,32
1551416400,326530,33
1554091200,332130,34
1556683200,337120,35
1559361600,342338,36
1561953600,347151,37
1564632000,352273,38
1567310400,357271,39
1569902400,362300,40
1572580800,367245,41
1575176400,372168,42
1577854800,377100,43
1580533200,382113,44
1583038800,386642,45
1585713600,392056,46
1588305600,397425,47
1590984000,402949,48
1593576000,408085,49
1596254400,413303,50
1598932800,418358,51
1601524800,423587,52
1604203200,428404,53
1606798800,433144,54
1609477200,438038,55
1612155600,443322,56
1614574800,448348,57
1617249600,455903,58
1619841600,462413,59
1622520000,468383,60
1625112000,480079,61
1627790400,485556,62
