1496289600,99665,
1498881600,99169,
1501560000,102277,
1504238400,105183,
1506830400,118866,
1509508800,122475,
1512104400,127482,0
1514782800,131119,0
1517461200,135227,0
1519880400,138877,1
1522555200,142819,2
1525147200,146689,3
1527825600,150539,4
1530417600,154771,5
1533096000,158865,6
1535774400,163965,7
1538366400,167917,8
1541044800,172059,9
1543640400,176507,10
1546318800,180140,11
1548997200,184496,12
1551416400,127536,0
1554091200,120834,0
1556683200,123822,0
1559361600,149033,0
1561953600,152137,0
1564632000,155276,0
1567310400,158415,0
1569902400,161656,0
1572580800,164784,1
1575176400,167736,2
1577854800,170840,3
1580533200,173971,4
1583038800,176808,5
1585713600,180191,6
1588305600,183704,7
1590984000,187192,8
1593576000,190204,9
1596254400,193420,10
1598932800,196570,11
1601524800,199653,12
1604203200,203445,13
1606798800,208016,14
