1517461200,124005,
1519880400,119280,
1522555200,122515,
1525147200,124157,
1527825600,128950,
1530417600,132489,
1533096000,135921,1
1535774400,95277,0
1538366400,97517,0
1541044800,99643,0
1543640400,102289,0
1546318800,104394,0
1548997200,106843,1
1551416400,109157,2
1554091200,111876,3
1556683200,114324,4
1559361600,117043,5
1561953600,119354,6
1564632000,121730,7
1567310400,124101,8
1569902400,126718,9
1572580800,129204,10
1575176400,131551,11
1577854800,133999,12
1580533200,136427,13
1583038800,138793,14
1585713600,141412,15
1588305600,144102,16
1590984000,146767,17
1593576000,149136,18
1596254400,151649,19
1598932800,154032,20
1601524800,156517,21
1604203200,159661,22
1606798800,163558,23
