1464753600,237275,
1467345600,239365,
1470024000,71764,
1472702400,74475,
1475294400,77000,
1477972800,79674,
1480568400,82158,0
1483246800,84677,1
1485925200,87261,2
1488344400,90140,3
1491019200,93287,4
1493611200,96244,5
1496289600,99312,6
1498881600,102432,7
1501560000,105694,8
1504238400,108760,9
1506830400,111616,10
1509508800,114910,11
1512104400,118137,12
1514782800,121380,13
1517461200,125080,14
1519880400,128333,15
1522555200,131858,16
1525147200,135363,17
1527825600,138849,18
1530417600,142656,19
1533096000,146369,20
1535774400,152277,21
1538366400,155858,22
1541044800,159552,23
1543640400,163701,24
1546318800,167085,25
1548997200,171068,26
1551416400,174952,27
1554091200,179488,28
1556683200,183772,29
1559361600,188101,30
1561953600,192103,31
1564632000,196142,32
1567310400,200209,33
1569902400,204302,34
1572580800,208230,35
1575176400,212103,36
1577854800,216086,37
1580533200,220174,38
1583038800,223934,39
1585713600,228191,40
1588305600,232817,41
1590984000,237430,42
1593576000,241320,43
1596254400,245539,44
1598932800,249678,45
1601524800,253596,46
1604203200,258431,47
1606798800,263923,48
