1559361600,88104,
1561953600,89793,
1564632000,93045,
1567310400,96874,
1569902400,99720,
1572580800,106825,
1575176400,108814,1
1577854800,110831,2
1580533200,112813,
1583038800,114613,
1585713600,116690,1
1588305600,118812,2
1590984000,143984,
1593576000,146318,
1596254400,148744,
1598932800,151105,
1601524800,153466,
1604203200,155663,1
1606798800,157783,2
1609477200,160095,3
1612155600,162610,4
1614574800,164969,5
1617249600,169455,6
1619841600,172969,7
1622520000,176040,8
1625112000,181239,9
1627790400,184095,10
